index,artist,company,length,part,song,video,views,year,album_art_url,album_title,album_year,artist_image_url,genre1,genre2
8,Masaru Satoh & His Orchestra,,40 minutes,Tokyo #1,Titles,Tengu: God Of Mischief,14980,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5B00/5191/3AC4/3C1C_medium_front.jpg?cid=339224396,Yojimbo (The Original 1961 Motion Picture Soundtrack),2011,,Soundtrack,Original Film/TV Music
9,PSG,,40 minutes,Tokyo #2,,Tengu: God Of Mischief,14980,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0C50/C9F6/38C7/A7BF_medium_front.jpg?cid=339224396,David,2009,,Urban,Asian Hip-Hop/Rap
10,Clifford Brown,,40 minutes,Underground Journey,Cherokee,Tengu: God Of Mischief,14980,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/82B4/081A/A93C/EB53_medium_front.jpg?cid=339224396,Memorial Album [Bonus Tracks],2001,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/C8FA/E225/11AB/0AE0_medium_front.jpg?cid=339224396,Jazz,Bebop & Modern Jazz
11,BADBADNOTGOOD,,40 minutes,Bordeaux,Flashing Lights,Tengu: God Of Mischief,14980,2013,,Bbng2,2012,,Alternative & Punk,Indie Rock
12,Max Roach,,40 minutes,Credits,Tears For Johannesburg,Tengu: God Of Mischief,14980,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B403/0015/9FA1/0C84_medium_front.jpg?cid=339224396,We Insist!: Freedom Now Suite,2006,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/B38F/42E0/C9BC/508F_medium_front.jpg?cid=339224396,Jazz,Bebop & Modern Jazz
0,Michael Parallax,Vitekmine,56 minutes,Intro,I Never Died,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5595/B843/918F/080D_medium_front.jpg?cid=339224396,Mýa,1998,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/B813/43CB/CBF8/3B92_medium_front.jpg?cid=339224396,Urban,Contemporary R&B/Soul
1,WU LYF,Vitekmine,56 minutes,Montage #1,14 Crowns For Me & Your Friends,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/748F/93DE/812A/7CE2_medium_front.jpg?cid=339224396,Go Tell Fire To The Mountain,2011,,Alternative & Punk,Indie Rock
2,The Black Keys,Vitekmine,56 minutes,Ian Klement Dreispiel,Never Give You Up,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3C94/9B3B/D9DD/0672_medium_front.jpg?cid=339224396,Brothers,,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/F9B8/DDE4/3D65/BD6C_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
3,Clams Casino,Vitekmine,56 minutes,Matias Roldan,Im God,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C134/382B/8A46/963B_medium_front.jpg?cid=339224396,Instrumental Mixtape 2,2012,,Electronica,Techno
4,Julian Plenti,Vitekmine,56 minutes,Gregorio Jimenez,Unwind,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4368/6AFE/0AC8/8F99_medium_front.jpg?cid=339224396,Julian Plenti Is... Skyscraper,2009,,Alternative & Punk,Alternative
5,Architecture in Helsinki,Vitekmine,56 minutes,Montage #2,Kindling,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0B70/9BBF/1FD4/7A00_medium_front.jpg?cid=339224396,Fingers Crossed,2003,,Alternative & Punk,Indie Rock
6,Tame Impala,Vitekmine,56 minutes,Mariano Karlen,Feels Like We Only Go Backwards,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/DA9A/79EF/DEDF/44CA_medium_front.jpg?cid=339224396,Lonerism,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/98B3/6BFA/0362/650B_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
7,Radical Faces,Vitekmine,56 minutes,Sebastian Franco,A Pound Of Flesh,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3F34/2752/D3BF/8950_medium_front.jpg?cid=339224396,The Family Tree: The Roots,2011,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/B5E6/F137/2728/F04B_medium_front.jpg?cid=339224396,Rock,Alternative Roots
8,Queen,Vitekmine,56 minutes,Felix Caceres,Don't Stop Me Now,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C8D9/FA7E/0F72/7F45_medium_front.jpg?cid=339224396,Jazz,1978,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/F63B/3231/CB96/0F71_medium_front.jpg?cid=339224396,Rock,70's Rock
9,Architecture in Helsinki,Vitekmine,56 minutes,La Peor Raza,Heart it Races,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F0F9/44AA/E190/D6AE_medium_front.jpg?cid=339224396,Places Like This,2007,,Alternative & Punk,Indie Rock
10,Calexico,Vitekmine,56 minutes,Lucas Della Vedova #1,Splitter,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/8F23/B056/6135/114F_medium_front.jpg?cid=339224396,Algiers,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/32AC/5F8C/4FD0/2EAA_medium_front.jpg?cid=339224396,Rock,Alternative Roots
11,The Arcade Fire,Vitekmine,56 minutes,Lucas Della Vedova #2,The Suburbs (Continued),Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/8E15/D3A4/BDB8/1BEF_medium_front.jpg?cid=339224396,The Suburbs,2010,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A334/F25D/5D85/1FE2_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
12,Cryptopsy,Vitekmine,56 minutes,Santiago Rossi Intro,Mutant Christ,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B0DD/76EF/6C61/FEB3_medium_front.jpg?cid=339224396,Blasphemy Made Flesh,1994,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/7435/C715/6AC0/7EF9_medium_front.jpg?cid=339224396,Rock,Metal
13,Morrissey,Vitekmine,56 minutes,Santiago Rossi,Sorry Doesn't Help,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/6A5D/02A7/4162/B38A_medium_front.jpg?cid=339224396,Years Of Refusal,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/56F0/3BD6/107E/E8E2_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
14,El Mato Un Policia Motorizado,Vitekmine,56 minutes,Credits,Vienen Bajando,Dosmildoce,21356,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/6DE1/F91A/C7D6/B5BE_medium_front.jpg?cid=339224396,Un Millon de Euros,2006,,Other,Latin Rock
0,The Weel,Tightbooth Production,90 minutes,Prelude,Lightness,Lenz II,11996,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/96B5/F54B/FCA7/F60C_medium_front.jpg?cid=339224396,You Come Before You,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/5897/821E/3C81/9669_medium_front.jpg?cid=339224396,Alternative & Punk,Emo & Hardcore
1,DJ Duct,Tightbooth Production,90 minutes,Blowing Chaos,Loop Segundo (Remix),Lenz II,11996,2014,,Progressive Session 2,2003,,Electronica,House
2,Sato Beats,Tightbooth Production,90 minutes,Fukuoka City,Mid Night Brightly,Lenz II,11996,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/09FA/52ED/D6DE/6A41_medium_front.jpg?cid=339224396,LENZII ORIGINAL SOUNDTRACK [Disc 1],2014,,Soundtrack,Original Film/TV Music
3,Evisbeats,Tightbooth Production,90 minutes,Osaka City #1,Funky Niisan,Lenz II,11996,2014,,Sketchbook,,,Urban,Asian Hip-Hop/Rap
4,Endrun,Tightbooth Production,90 minutes,Osaka City #4,Time Watch 106,Lenz II,11996,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2BDA/53AA/4714/8977_medium_front.jpg?cid=339224396,Fenix TX,1999,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A0EA/E397/C40E/9B83_medium_front.jpg?cid=339224396,Alternative & Punk,Punk
5,Matias Elichabehere,Tightbooth Production,90 minutes,France,The Oblong Panel,Lenz II,11996,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2578/937C/7571/2B14_medium_front.jpg?cid=339224396,Entrelac,2016,,Pop,Western Pop
6,OPSB,Tightbooth Production,90 minutes,One Peace Session Chaos,You Got This (Remix),Lenz II,11996,2014,,Wheels On Denpa,2013,,Electronica,Electronica Mainstream
7,Living Dead,Tightbooth Production,90 minutes,Damned Amigos,I.D.S.S.,Lenz II,11996,2014,,Spooky Halloween Sounds,2000,,Other,Spoken Word
8,Obrigarrd,Tightbooth Production,90 minutes,Waum,Meco Heco Song,Lenz II,11996,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/6043/BBED/C77F/89DF_medium_front.jpg?cid=339224396,OBRIWORLD,2017,,Urban,Western Hip-Hop/Rap
9,YO.AN,Tightbooth Production,90 minutes,Seimi Miyahara,New Era,Lenz II,11996,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0968/94FF/19E3/057E_medium_front.jpg?cid=339224396,Specials,1979,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/86F5/65A5/2857/2BB1_medium_front.jpg?cid=339224396,Alternative & Punk,Ska Revival
10,Like A Rolling Stone,Tightbooth Production,90 minutes,Bridge,Still God Save The Queen,Lenz II,11996,2014,,Place Pigalle [Disc 1],,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/19A1/8D40/3608/A34C_medium_front.jpg?cid=339224396,Rock,Mainstream Rock
11,O.N.O,Tightbooth Production,90 minutes,Illdance Chaos,Karabato (Remix),Lenz II,11996,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0A23/DEEF/B6B8/230F_medium_front.jpg?cid=339224396,Sometime In New York City,2005,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/CA1A/8286/1677/8B3F_medium_front.jpg?cid=339224396,Pop,Western Pop
12,The Weel,Tightbooth Production,90 minutes,Koichiro Uehara,Predi,Lenz II,11996,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/96B5/F54B/FCA7/F60C_medium_front.jpg?cid=339224396,You Come Before You,2003,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/5897/821E/3C81/9669_medium_front.jpg?cid=339224396,Alternative & Punk,Emo & Hardcore
13,Like A Rolling Stone,Tightbooth Production,90 minutes,Reminiscence,All Apologies,Lenz II,11996,2014,,New Sounds: Compilation Of Australia's Hottest Artists,,,Alternative & Punk,Alternative
14,DJ Architect,Tightbooth Production,90 minutes,Japanese Syndicate,Japanese Syndicate (feat. Nagan Server),Lenz II,11996,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/AFDD/2C85/C814/73AB_medium_front.jpg?cid=339224396,TALES WEAVER ORIGINAL SOUNDTRACK PLUS [Disc 3],2008,,Soundtrack,Game Music
0,Spongebob & Plankton,Powell Skateboards,35 minutes,Intro,F.U.N. Song,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/8F77/D02C/A7E0/C42D_medium_front.jpg?cid=339224396,I Successi Di Spongebob,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/C36A/4D8E/1868/BDB3_medium_front.jpg?cid=339224396,Other,Children's
1,Softlightes,Powell Skateboards,35 minutes,Josh Hawkins,Heart Made Of Sound,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E799/EB23/B473/D303_medium_front.jpg?cid=339224396,Say No To Being Cool Say Yes To Being Happy,2006,,Pop,Western Pop
2,The Blues Magoos,Powell Skateboards,35 minutes,Dallas Rockvam,(We Ain't Got) Nothin' Yet,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5283/538E/0F5E/8279_medium_front.jpg?cid=339224396,Psychedelic Resurrection,2014,,Rock,60's Rock
3,Triumph,Powell Skateboards,35 minutes,Ben Hatchell,Lay It On The Line,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B714/2A79/8B84/1B32_medium_front.jpg?cid=339224396,Just A Game,1979,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/4798/5AFA/2B37/B98D_medium_front.jpg?cid=339224396,Rock,Hard Rock
4,George Harrison,Powell Skateboards,35 minutes,Aldrin Garcia,What Is Life,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/889C/6A6A/651B/3689_medium_front.jpg?cid=339224396,All Things Must Pass [Disc 1],2001,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/0DCD/A423/4AAF/7F62_medium_front.jpg?cid=339224396,Pop,Western Pop
5,Elliot Smith,Powell Skateboards,35 minutes,John White,Son of Sam,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/B365/6F40/76A7/9531_medium_front.jpg?cid=339224396,Figure 8,2000,,Alternative & Punk,Alternative
6,Strawberry Alarm Clock,Powell Skateboards,35 minutes,Derek Elmendorf,Incense and Peppermints,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/710A/316A/9921/FEAB_medium_front.jpg?cid=339224396,Incense & Peppermints,1990,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/7FC9/F5B6/6C9E/B72A_medium_front.jpg?cid=339224396,Rock,60's Rock
7,Van Halen,Powell Skateboards,35 minutes,Jordan Hoffart #1,Panama,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/CD1A/A0E2/A4AD/6290_medium_front.jpg?cid=339224396,1984,1984,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/33B4/7C38/8385/DB35_medium_front.jpg?cid=339224396,Rock,Hard Rock
8,The Fifth Dimension,Powell Skateboards,35 minutes,Jordan Hoffart #2,Aquarius/Let the Sunshine In,Powell - FUN!,270822,2009,,"Up, Up And Away",1997,,Rock,70's Rock
9,When In Rome,Powell Skateboards,35 minutes,Credits #1,The Promise,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/77E6/FF6C/C2B7/2537_medium_front.jpg?cid=339224396,When In Rome,2003,,Alternative & Punk,New Wave Pop
10,Rod Stewart,Powell Skateboards,35 minutes,Credits #2,Young Turks,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BEE3/9398/9565/5305_medium_front.jpg?cid=339224396,Absolutely Live,1982,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/F64D/98D7/6293/672C_medium_front.jpg?cid=339224396,Rock,70's Rock
11,Lyle Workman,Powell Skateboards,35 minutes,Trailer 4,Super What?,Powell - FUN!,270822,2009,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/83F2/6295/2827/7AD3_medium_front.jpg?cid=339224396,Love: A Netflix Original Series Soundtrack [Deluxe Edition],2016,,Soundtrack,Original Film/TV Music
0,Cut’n Move,,48 minutes,Morten Eriksen,Get Serious,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9CFD/9C89/0396/D5D3_medium_front.jpg?cid=339224396,Get Serious,1991,,Electronica,Dance & Club
1,Don Johnson,,48 minutes,Casper Hechmann,Tell it like it is,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2726/42D2/B8F2/B41A_medium_front.jpg?cid=339224396,Let It Roll,2010,,Rock,Mainstream Rock
2,Stacy Lattisaw,,48 minutes,"Simon, Anders, Jacob & Casper",Jump To The Beat,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/048B/A17F/7A22/0882_medium_front.jpg?cid=339224396,Let Me Be Your Angel,1980,,Urban,Contemporary R&B/Soul
3,A Tribe Called Quest,,48 minutes,Filip Facini,Everything is Fair,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3CD4/6072/0FF7/876E_medium_front.jpg?cid=339224396,The Low End Theory,1991,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/B6CC/5A86/C8DB/87A9_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
4,Lana del Rey,,48 minutes,"Andreas, Haydn og Frederik",Radio,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/041C/5AB3/2E44/94A1_medium_front.jpg?cid=339224396,Born To Die,2012,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/A1E5/83BC/E1D1/0377_medium_front.jpg?cid=339224396,Electronica,Electronica Mainstream
5,Liars,,48 minutes,TFD,Mask Maker,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/EEEE/BD31/90DA/42C7_medium_front.jpg?cid=339224396,Mess,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/94D4/B770/3D75/000A_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
6,The Brian Jonestown Massacre,,48 minutes,Mikkel Hansen,Food for clouds,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/ADF0/C60D/2BB6/59E0_medium_front.jpg?cid=339224396,Revelation,2014,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/1E82/4C04/E654/D805_medium_front.jpg?cid=339224396,Alternative & Punk,Indie Rock
7,Starship,,48 minutes,Chaos Part,Nothing’s Gonna Stop us Now,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/C560/B32D/4E11/2571_medium_front.jpg?cid=339224396,No Protection,1987,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/0927/C9AB/1F6C/7ECA_medium_front.jpg?cid=339224396,Rock,Mainstream Rock
8,KMD,,48 minutes,Rasmus Bønnelykke,Peachfuzz,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/18E8/A7A4/05D1/7800_medium_front.jpg?cid=339224396,Mr. Hood,2004,,Urban,Western Hip-Hop/Rap
9,Zididada,,48 minutes,Mads og Gustav,Zididada Day,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5E7C/410F/221F/E3F3_medium_front.jpg?cid=339224396,Princess,2004,,Alternative & Punk,Alternative
10,Bernard Wright,,48 minutes,"Stefan, Oliv, Freddie og Nillo",Haboglabotibin’,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D0B1/AE05/E179/B287_medium_front.jpg?cid=339224396,In The House [Disc 1],2007,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/F712/A88B/A481/D932_medium_front.jpg?cid=339224396,Urban,Classic R&B/Soul
11,The Soul Snatchers,,48 minutes,Lasse Staahlnacke,Sniffin’ & Snatchin’,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2997/1E14/4506/601A_medium_front.jpg?cid=339224396,Sniffin' & Snatchin',2008,,Urban,Contemporary R&B/Soul
12,Back to Back,,48 minutes,Jonathan Isaksen,Jonathan,2bananer Og 1snickers,13650,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/9FC0/338F/162B/3034_medium_front.jpg?cid=339224396,Back Again,1999,,Pop,European Pop
0,Edgar Froese,Pyramid Country,40 minutes,Intro,Sobornorst (live in Germany),Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/4E3B/8282/1DA4/619D_medium_front.jpg?cid=339224396,White Trash Roadwork,1989,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/58A0/C524/931E/7D09_medium_front.jpg?cid=339224396,Rock,70's Rock
1,Adeodat Warfield,Pyramid Country,40 minutes,Jonathan Pierce,Love In Passing,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/8863/9127/E502/6603_medium_front.jpg?cid=339224396,Great Scenes From Gershwin's Porgy & Bess,1963,,Classical,Other Classical
2,S. Maharba,Pyramid Country,40 minutes,Justin Modica,Pianomouth,Pyramid Country - Exeter,42885,2015,,She,2008,,Urban,Western Hip-Hop/Rap
3,Yung Bae,Pyramid Country,40 minutes,Pat Green & Chase Mcintyre,Still,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/0B8E/6F6E/E8FD/EC17_medium_front.jpg?cid=339224396,"Black Boy, White Boy",2009,,Urban,Western Hip-Hop/Rap
4,Software Blonde,Pyramid Country,40 minutes,Tyler Franz,Heart Gongs,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/BD52/D8BF/FD44/87E5_medium_front.jpg?cid=339224396,Armored Core 3 Original Soundtrack,2002,,Soundtrack,Game Music
5,Triple 6 Mafia,Pyramid Country,40 minutes,Kevin Skutnik,I Thought U Knew,Pyramid Country - Exeter,42885,2015,,3-6 Feet Underground (the unreleased demon),,,Urban,Western Hip-Hop/Rap
6,Haircuts For Men,Pyramid Country,40 minutes,Shaun Gregoire,?,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/F864/EA87/D7B5/A131_medium_front.jpg?cid=339224396,The Steampunk Album! That Cannot Be Named for Legal Reasons,2010,,Alternative & Punk,Punk
7,Antwon,Pyramid Country,40 minutes,Homies,Lap of Luxury,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/6FED/AE01/1D95/028A_medium_front.jpg?cid=339224396,Afterburner,1985,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/FD76/09B2/B8AD/A29D_medium_front.jpg?cid=339224396,Rock,70's Rock
8,Tangerine Dream,Pyramid Country,40 minutes,Jahir Carbajal,Evil Healing,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/93BA/F4F2/A2CD/6570_small_front.jpg?cid=339224396,The Keep (OST) (Blue Moon Rec.),2000,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/8B29/C231/637E/8009_medium_front.jpg?cid=339224396,Other,Meditative & Space
9,Espirit &#31354;&#24819;,Pyramid Country,40 minutes,James Link,+65 6742 1771,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E990/0440/4ABB/91DA_medium_front.jpg?cid=339224396,"モーツァルト ピアノ協奏曲全集他(ビルソン,ガーディナー 9CD)",2001,,Classical,Other Classical
10,Adeodat Warfield,Pyramid Country,40 minutes,Dave Engerer,"Larry, Baby, Don´t Go",Pyramid Country - Exeter,42885,2015,,A Country Christmas [Disc 3],,,Traditional,Country
11,Adeodat Warfield,Pyramid Country,40 minutes,Eric Dowswell,Unrelated Unlimited,Pyramid Country - Exeter,42885,2015,,Guess Work,2015,,Pop,Western Pop
12,Bill Nelson,Pyramid Country,40 minutes,Dean Palmer & Ryan Sublette,Dark Angel,Pyramid Country - Exeter,42885,2015,,Map Of Dreams,1987,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/7692/E48E/EC18/AA9E_medium_front.jpg?cid=339224396,Rock,70's Rock
13,Loud Lord & aarabMUZIK,Pyramid Country,40 minutes,Aric Blattner,Pressure,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/93BB/280A/96AF/6BBC_medium_front.jpg?cid=339224396,Dream World,2016,,Electronica,Dubstep
14,Adeodat Warfield,Pyramid Country,40 minutes,Aaron Goure,Four Wheeler Dealer,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/269B/8E9F/27A9/5098_medium_front.jpg?cid=339224396,EXPLORING OF THE SPACE,2001,,Rock,Japanese Rock
15,S. Maharba,Pyramid Country,40 minutes,Kevin Braun,She A Crook,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/3E46/F7BC/037E/E86A_medium_front.jpg?cid=339224396,Coming to a Theatre Near You,2002,,Rock,Mainstream Rock
16,Adeodat Warfield,Pyramid Country,40 minutes,Credits,Young Automobiles,Pyramid Country - Exeter,42885,2015,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/2905/8B72/F423/4753_medium_front.jpg?cid=339224396,The Night Is Young,2008,,Traditional,Celtic
0,Spirit In The Sky,,30 minutes,Intro,Doctor & The Medics,Push More,13332,2013,,Universal Stereo Vol. 3,2005,,Rock,70's Rock
1,The Doors,,30 minutes,Omer Lavyani,Break on Through (To the Other Side),Push More,13332,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/5A38/2750/EF4B/5B07_medium_front.jpg?cid=339224396,The Doors,1967,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/D8B4/8D76/00BB/946D_medium_front.jpg?cid=339224396,Rock,60's Rock
2,2Pac,,30 minutes,Arthur Rabinovich & Ben Biton,Still Ballin',Push More,13332,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/D073/8A70/B3E6/2661_medium_front.jpg?cid=339224396,Better Dayz [Disc 1],2002,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/7B09/9F90/2F4F/240E_medium_front.jpg?cid=339224396,Urban,Western Hip-Hop/Rap
3,Fatboy Slim,,30 minutes,Reoven Roshansky,Praise You [MONO Radio Edit],Push More,13332,2013,http://akamai-b.cdn.cddbp.net/cds/2.0/cover/E0E3/87B5/AD5A/1E69_medium_front.jpg?cid=339224396,Praise You,,http://akamai-b.cdn.cddbp.net/cds/2.0/image-artist/23C4/F7F4/7D9E/C8F0_medium_front.jpg?cid=339224396,Electronica,Electronica Mainstream
